id,nombre,descripcion,activo
503,Registro_503,Descripcion del registro 503,true
504,Registro_504,Descripcion del registro 504,true
505,Registro_505,Descripcion del registro 505,true
506,Registro_506,Descripcion del registro 506,true
507,Registro_507,Descripcion del registro 507,true
508,Registro_508,Descripcion del registro 508,true
509,Registro_509,Descripcion del registro 509,true
510,Registro_510,Descripcion del registro 510,true
511,Registro_511,Descripcion del registro 511,true
512,Registro_512,Descripcion del registro 512,true
513,Registro_513,Descripcion del registro 513,true
514,Registro_514,Descripcion del registro 514,true
515,Registro_515,Descripcion del registro 515,true
516,Registro_516,Descripcion del registro 516,true
517,Registro_517,Descripcion del registro 517,true
518,Registro_518,Descripcion del registro 518,true
519,Registro_519,Descripcion del registro 519,true
520,Registro_520,Descripcion del registro 520,true
521,Registro_521,Descripcion del registro 521,true
522,Registro_522,Descripcion del registro 522,true
523,Registro_523,Descripcion del registro 523,true
524,Registro_524,Descripcion del registro 524,true
525,Registro_525,Descripcion del registro 525,true
526,Registro_526,Descripcion del registro 526,true
527,Registro_527,Descripcion del registro 527,true
528,Registro_528,Descripcion del registro 528,true
529,Registro_529,Descripcion del registro 529,true
530,Registro_530,Descripcion del registro 530,true
531,Registro_531,Descripcion del registro 531,true
532,Registro_532,Descripcion del registro 532,true
533,Registro_533,Descripcion del registro 533,true
534,Registro_534,Descripcion del registro 534,true
535,Registro_535,Descripcion del registro 535,true
536,Registro_536,Descripcion del registro 536,true
537,Registro_537,Descripcion del registro 537,true
538,Registro_538,Descripcion del registro 538,true
539,Registro_539,Descripcion del registro 539,true
540,Registro_540,Descripcion del registro 540,true
541,Registro_541,Descripcion del registro 541,true
542,Registro_542,Descripcion del registro 542,true
543,Registro_543,Descripcion del registro 543,true
544,Registro_544,Descripcion del registro 544,true
545,Registro_545,Descripcion del registro 545,true
546,Registro_546,Descripcion del registro 546,true
547,Registro_547,Descripcion del registro 547,true
548,Registro_548,Descripcion del registro 548,true
549,Registro_549,Descripcion del registro 549,true
550,Registro_550,Descripcion del registro 550,true
551,Registro_551,Descripcion del registro 551,true
552,Registro_552,Descripcion del registro 552,true
553,Registro_553,Descripcion del registro 553,true
554,Registro_554,Descripcion del registro 554,true
555,Registro_555,Descripcion del registro 555,true
556,Registro_556,Descripcion del registro 556,true
557,Registro_557,Descripcion del registro 557,true
558,Registro_558,Descripcion del registro 558,true
559,Registro_559,Descripcion del registro 559,true
560,Registro_560,Descripcion del registro 560,true
561,Registro_561,Descripcion del registro 561,true
562,Registro_562,Descripcion del registro 562,true
563,Registro_563,Descripcion del registro 563,true
564,Registro_564,Descripcion del registro 564,true
565,Registro_565,Descripcion del registro 565,true
566,Registro_566,Descripcion del registro 566,true
567,Registro_567,Descripcion del registro 567,true
568,Registro_568,Descripcion del registro 568,true
569,Registro_569,Descripcion del registro 569,true
570,Registro_570,Descripcion del registro 570,true
571,Registro_571,Descripcion del registro 571,true
572,Registro_572,Descripcion del registro 572,true
573,Registro_573,Descripcion del registro 573,true
574,Registro_574,Descripcion del registro 574,true
575,Registro_575,Descripcion del registro 575,true
576,Registro_576,Descripcion del registro 576,true
577,Registro_577,Descripcion del registro 577,true
578,Registro_578,Descripcion del registro 578,true
579,Registro_579,Descripcion del registro 579,true
580,Registro_580,Descripcion del registro 580,true
581,Registro_581,Descripcion del registro 581,true
582,Registro_582,Descripcion del registro 582,true
583,Registro_583,Descripcion del registro 583,true
584,Registro_584,Descripcion del registro 584,true
585,Registro_585,Descripcion del registro 585,true
586,Registro_586,Descripcion del registro 586,true
587,Registro_587,Descripcion del registro 587,true
588,Registro_588,Descripcion del registro 588,true
589,Registro_589,Descripcion del registro 589,true
590,Registro_590,Descripcion del registro 590,true
591,Registro_591,Descripcion del registro 591,true
592,Registro_592,Descripcion del registro 592,true
593,Registro_593,Descripcion del registro 593,true
594,Registro_594,Descripcion del registro 594,true
595,Registro_595,Descripcion del registro 595,true
596,Registro_596,Descripcion del registro 596,true
597,Registro_597,Descripcion del registro 597,true
598,Registro_598,Descripcion del registro 598,true
599,Registro_599,Descripcion del registro 599,true
600,Registro_600,Descripcion del registro 600,true
601,Registro_601,Descripcion del registro 601,true
602,Registro_602,Descripcion del registro 602,true
603,Registro_603,Descripcion del registro 603,true
604,Registro_604,Descripcion del registro 604,true
605,Registro_605,Descripcion del registro 605,true
606,Registro_606,Descripcion del registro 606,true
607,Registro_607,Descripcion del registro 607,true
608,Registro_608,Descripcion del registro 608,true
609,Registro_609,Descripcion del registro 609,true
610,Registro_610,Descripcion del registro 610,true
611,Registro_611,Descripcion del registro 611,true
612,Registro_612,Descripcion del registro 612,true
613,Registro_613,Descripcion del registro 613,true
614,Registro_614,Descripcion del registro 614,true
615,Registro_615,Descripcion del registro 615,true
616,Registro_616,Descripcion del registro 616,true
617,Registro_617,Descripcion del registro 617,true
618,Registro_618,Descripcion del registro 618,true
619,Registro_619,Descripcion del registro 619,true
620,Registro_620,Descripcion del registro 620,true
621,Registro_621,Descripcion del registro 621,true
622,Registro_622,Descripcion del registro 622,true
623,Registro_623,Descripcion del registro 623,true
624,Registro_624,Descripcion del registro 624,true
625,Registro_625,Descripcion del registro 625,true
626,Registro_626,Descripcion del registro 626,true
627,Registro_627,Descripcion del registro 627,true
628,Registro_628,Descripcion del registro 628,true
629,Registro_629,Descripcion del registro 629,true
630,Registro_630,Descripcion del registro 630,true
631,Registro_631,Descripcion del registro 631,true
632,Registro_632,Descripcion del registro 632,true
633,Registro_633,Descripcion del registro 633,true
634,Registro_634,Descripcion del registro 634,true
635,Registro_635,Descripcion del registro 635,true
636,Registro_636,Descripcion del registro 636,true
637,Registro_637,Descripcion del registro 637,true
638,Registro_638,Descripcion del registro 638,true
639,Registro_639,Descripcion del registro 639,true
640,Registro_640,Descripcion del registro 640,true
641,Registro_641,Descripcion del registro 641,true
642,Registro_642,Descripcion del registro 642,true
643,Registro_643,Descripcion del registro 643,true
644,Registro_644,Descripcion del registro 644,true
645,Registro_645,Descripcion del registro 645,true
646,Registro_646,Descripcion del registro 646,true
647,Registro_647,Descripcion del registro 647,true
648,Registro_648,Descripcion del registro 648,true
649,Registro_649,Descripcion del registro 649,true
650,Registro_650,Descripcion del registro 650,true
651,Registro_651,Descripcion del registro 651,true
652,Registro_652,Descripcion del registro 652,true
653,Registro_653,Descripcion del registro 653,true
654,Registro_654,Descripcion del registro 654,true
655,Registro_655,Descripcion del registro 655,true
656,Registro_656,Descripcion del registro 656,true
657,Registro_657,Descripcion del registro 657,true
658,Registro_658,Descripcion del registro 658,true
659,Registro_659,Descripcion del registro 659,true
660,Registro_660,Descripcion del registro 660,true
661,Registro_661,Descripcion del registro 661,true
662,Registro_662,Descripcion del registro 662,true
663,Registro_663,Descripcion del registro 663,true
664,Registro_664,Descripcion del registro 664,true
665,Registro_665,Descripcion del registro 665,true
666,Registro_666,Descripcion del registro 666,true
667,Registro_667,Descripcion del registro 667,true
668,Registro_668,Descripcion del registro 668,true
669,Registro_669,Descripcion del registro 669,true
670,Registro_670,Descripcion del registro 670,true
671,Registro_671,Descripcion del registro 671,true
672,Registro_672,Descripcion del registro 672,true
673,Registro_673,Descripcion del registro 673,true
674,Registro_674,Descripcion del registro 674,true
675,Registro_675,Descripcion del registro 675,true
676,Registro_676,Descripcion del registro 676,true
677,Registro_677,Descripcion del registro 677,true
678,Registro_678,Descripcion del registro 678,true
679,Registro_679,Descripcion del registro 679,true
680,Registro_680,Descripcion del registro 680,true
681,Registro_681,Descripcion del registro 681,true
682,Registro_682,Descripcion del registro 682,true
683,Registro_683,Descripcion del registro 683,true
684,Registro_684,Descripcion del registro 684,true
685,Registro_685,Descripcion del registro 685,true
686,Registro_686,Descripcion del registro 686,true
687,Registro_687,Descripcion del registro 687,true
688,Registro_688,Descripcion del registro 688,true
689,Registro_689,Descripcion del registro 689,true
690,Registro_690,Descripcion del registro 690,true
691,Registro_691,Descripcion del registro 691,true
692,Registro_692,Descripcion del registro 692,true
693,Registro_693,Descripcion del registro 693,true
694,Registro_694,Descripcion del registro 694,true
695,Registro_695,Descripcion del registro 695,true
696,Registro_696,Descripcion del registro 696,true
697,Registro_697,Descripcion del registro 697,true
698,Registro_698,Descripcion del registro 698,true
699,Registro_699,Descripcion del registro 699,true
700,Registro_700,Descripcion del registro 700,true
701,Registro_701,Descripcion del registro 701,true
702,Registro_702,Descripcion del registro 702,true
703,Registro_703,Descripcion del registro 703,true
704,Registro_704,Descripcion del registro 704,true
705,Registro_705,Descripcion del registro 705,true
706,Registro_706,Descripcion del registro 706,true
707,Registro_707,Descripcion del registro 707,true
708,Registro_708,Descripcion del registro 708,true
709,Registro_709,Descripcion del registro 709,true
710,Registro_710,Descripcion del registro 710,true
711,Registro_711,Descripcion del registro 711,true
712,Registro_712,Descripcion del registro 712,true
713,Registro_713,Descripcion del registro 713,true
714,Registro_714,Descripcion del registro 714,true
715,Registro_715,Descripcion del registro 715,true
716,Registro_716,Descripcion del registro 716,true
717,Registro_717,Descripcion del registro 717,true
718,Registro_718,Descripcion del registro 718,true
719,Registro_719,Descripcion del registro 719,true
720,Registro_720,Descripcion del registro 720,true
721,Registro_721,Descripcion del registro 721,true
722,Registro_722,Descripcion del registro 722,true
723,Registro_723,Descripcion del registro 723,true
724,Registro_724,Descripcion del registro 724,true
725,Registro_725,Descripcion del registro 725,true
726,Registro_726,Descripcion del registro 726,true
727,Registro_727,Descripcion del registro 727,true
728,Registro_728,Descripcion del registro 728,true
729,Registro_729,Descripcion del registro 729,true
730,Registro_730,Descripcion del registro 730,true
731,Registro_731,Descripcion del registro 731,true
732,Registro_732,Descripcion del registro 732,true
733,Registro_733,Descripcion del registro 733,true
734,Registro_734,Descripcion del registro 734,true
735,Registro_735,Descripcion del registro 735,true
736,Registro_736,Descripcion del registro 736,true
737,Registro_737,Descripcion del registro 737,true
738,Registro_738,Descripcion del registro 738,true
739,Registro_739,Descripcion del registro 739,true
740,Registro_740,Descripcion del registro 740,true
741,Registro_741,Descripcion del registro 741,true
742,Registro_742,Descripcion del registro 742,true
743,Registro_743,Descripcion del registro 743,true
744,Registro_744,Descripcion del registro 744,true
745,Registro_745,Descripcion del registro 745,true
746,Registro_746,Descripcion del registro 746,true
747,Registro_747,Descripcion del registro 747,true
748,Registro_748,Descripcion del registro 748,true
749,Registro_749,Descripcion del registro 749,true
750,Registro_750,Descripcion del registro 750,true
751,Registro_751,Descripcion del registro 751,true
752,Registro_752,Descripcion del registro 752,true
753,Registro_753,Descripcion del registro 753,true
754,Registro_754,Descripcion del registro 754,true
755,Registro_755,Descripcion del registro 755,true
756,Registro_756,Descripcion del registro 756,true
757,Registro_757,Descripcion del registro 757,true
758,Registro_758,Descripcion del registro 758,true
759,Registro_759,Descripcion del registro 759,true
760,Registro_760,Descripcion del registro 760,true
761,Registro_761,Descripcion del registro 761,true
762,Registro_762,Descripcion del registro 762,true
763,Registro_763,Descripcion del registro 763,true
764,Registro_764,Descripcion del registro 764,true
765,Registro_765,Descripcion del registro 765,true
766,Registro_766,Descripcion del registro 766,true
767,Registro_767,Descripcion del registro 767,true
768,Registro_768,Descripcion del registro 768,true
769,Registro_769,Descripcion del registro 769,true
770,Registro_770,Descripcion del registro 770,true
771,Registro_771,Descripcion del registro 771,true
772,Registro_772,Descripcion del registro 772,true
773,Registro_773,Descripcion del registro 773,true
774,Registro_774,Descripcion del registro 774,true
775,Registro_775,Descripcion del registro 775,true
776,Registro_776,Descripcion del registro 776,true
777,Registro_777,Descripcion del registro 777,true
778,Registro_778,Descripcion del registro 778,true
779,Registro_779,Descripcion del registro 779,true
780,Registro_780,Descripcion del registro 780,true
781,Registro_781,Descripcion del registro 781,true
782,Registro_782,Descripcion del registro 782,true
783,Registro_783,Descripcion del registro 783,true
784,Registro_784,Descripcion del registro 784,true
785,Registro_785,Descripcion del registro 785,true
786,Registro_786,Descripcion del registro 786,true
787,Registro_787,Descripcion del registro 787,true
788,Registro_788,Descripcion del registro 788,true
789,Registro_789,Descripcion del registro 789,true
790,Registro_790,Descripcion del registro 790,true
791,Registro_791,Descripcion del registro 791,true
792,Registro_792,Descripcion del registro 792,true
793,Registro_793,Descripcion del registro 793,true
794,Registro_794,Descripcion del registro 794,true
795,Registro_795,Descripcion del registro 795,true
796,Registro_796,Descripcion del registro 796,true
797,Registro_797,Descripcion del registro 797,true
798,Registro_798,Descripcion del registro 798,true
799,Registro_799,Descripcion del registro 799,true
800,Registro_800,Descripcion del registro 800,true
801,Registro_801,Descripcion del registro 801,true
802,Registro_802,Descripcion del registro 802,true
803,Registro_803,Descripcion del registro 803,true
804,Registro_804,Descripcion del registro 804,true
805,Registro_805,Descripcion del registro 805,true
806,Registro_806,Descripcion del registro 806,true
807,Registro_807,Descripcion del registro 807,true
808,Registro_808,Descripcion del registro 808,true
809,Registro_809,Descripcion del registro 809,true
810,Registro_810,Descripcion del registro 810,true
811,Registro_811,Descripcion del registro 811,true
812,Registro_812,Descripcion del registro 812,true
813,Registro_813,Descripcion del registro 813,true
814,Registro_814,Descripcion del registro 814,true
815,Registro_815,Descripcion del registro 815,true
816,Registro_816,Descripcion del registro 816,true
817,Registro_817,Descripcion del registro 817,true
818,Registro_818,Descripcion del registro 818,true
819,Registro_819,Descripcion del registro 819,true
820,Registro_820,Descripcion del registro 820,true
821,Registro_821,Descripcion del registro 821,true
822,Registro_822,Descripcion del registro 822,true
823,Registro_823,Descripcion del registro 823,true
824,Registro_824,Descripcion del registro 824,true
825,Registro_825,Descripcion del registro 825,true
826,Registro_826,Descripcion del registro 826,true
827,Registro_827,Descripcion del registro 827,true
828,Registro_828,Descripcion del registro 828,true
829,Registro_829,Descripcion del registro 829,true
830,Registro_830,Descripcion del registro 830,true
831,Registro_831,Descripcion del registro 831,true
832,Registro_832,Descripcion del registro 832,true
833,Registro_833,Descripcion del registro 833,true
834,Registro_834,Descripcion del registro 834,true
835,Registro_835,Descripcion del registro 835,true
836,Registro_836,Descripcion del registro 836,true
837,Registro_837,Descripcion del registro 837,true
838,Registro_838,Descripcion del registro 838,true
839,Registro_839,Descripcion del registro 839,true
840,Registro_840,Descripcion del registro 840,true
841,Registro_841,Descripcion del registro 841,true
842,Registro_842,Descripcion del registro 842,true
843,Registro_843,Descripcion del registro 843,true
844,Registro_844,Descripcion del registro 844,true
845,Registro_845,Descripcion del registro 845,true
846,Registro_846,Descripcion del registro 846,true
847,Registro_847,Descripcion del registro 847,true
848,Registro_848,Descripcion del registro 848,true
849,Registro_849,Descripcion del registro 849,true
850,Registro_850,Descripcion del registro 850,true
851,Registro_851,Descripcion del registro 851,true
852,Registro_852,Descripcion del registro 852,true
853,Registro_853,Descripcion del registro 853,true
854,Registro_854,Descripcion del registro 854,true
855,Registro_855,Descripcion del registro 855,true
856,Registro_856,Descripcion del registro 856,true
857,Registro_857,Descripcion del registro 857,true
858,Registro_858,Descripcion del registro 858,true
859,Registro_859,Descripcion del registro 859,true
860,Registro_860,Descripcion del registro 860,true
861,Registro_861,Descripcion del registro 861,true
862,Registro_862,Descripcion del registro 862,true
863,Registro_863,Descripcion del registro 863,true
864,Registro_864,Descripcion del registro 864,true
865,Registro_865,Descripcion del registro 865,true
866,Registro_866,Descripcion del registro 866,true
867,Registro_867,Descripcion del registro 867,true
868,Registro_868,Descripcion del registro 868,true
869,Registro_869,Descripcion del registro 869,true
870,Registro_870,Descripcion del registro 870,true
871,Registro_871,Descripcion del registro 871,true
872,Registro_872,Descripcion del registro 872,true
873,Registro_873,Descripcion del registro 873,true
874,Registro_874,Descripcion del registro 874,true
875,Registro_875,Descripcion del registro 875,true
876,Registro_876,Descripcion del registro 876,true
877,Registro_877,Descripcion del registro 877,true
878,Registro_878,Descripcion del registro 878,true
879,Registro_879,Descripcion del registro 879,true
880,Registro_880,Descripcion del registro 880,true
881,Registro_881,Descripcion del registro 881,true
882,Registro_882,Descripcion del registro 882,true
883,Registro_883,Descripcion del registro 883,true
884,Registro_884,Descripcion del registro 884,true
885,Registro_885,Descripcion del registro 885,true
886,Registro_886,Descripcion del registro 886,true
887,Registro_887,Descripcion del registro 887,true
888,Registro_888,Descripcion del registro 888,true
889,Registro_889,Descripcion del registro 889,true
890,Registro_890,Descripcion del registro 890,true
891,Registro_891,Descripcion del registro 891,true
892,Registro_892,Descripcion del registro 892,true
893,Registro_893,Descripcion del registro 893,true
894,Registro_894,Descripcion del registro 894,true
895,Registro_895,Descripcion del registro 895,true
896,Registro_896,Descripcion del registro 896,true
897,Registro_897,Descripcion del registro 897,true
898,Registro_898,Descripcion del registro 898,true
899,Registro_899,Descripcion del registro 899,true
900,Registro_900,Descripcion del registro 900,true
901,Registro_901,Descripcion del registro 901,true
902,Registro_902,Descripcion del registro 902,true
903,Registro_903,Descripcion del registro 903,true
904,Registro_904,Descripcion del registro 904,true
905,Registro_905,Descripcion del registro 905,true
906,Registro_906,Descripcion del registro 906,true
907,Registro_907,Descripcion del registro 907,true
908,Registro_908,Descripcion del registro 908,true
909,Registro_909,Descripcion del registro 909,true
910,Registro_910,Descripcion del registro 910,true
911,Registro_911,Descripcion del registro 911,true
912,Registro_912,Descripcion del registro 912,true
913,Registro_913,Descripcion del registro 913,true
914,Registro_914,Descripcion del registro 914,true
915,Registro_915,Descripcion del registro 915,true
916,Registro_916,Descripcion del registro 916,true
917,Registro_917,Descripcion del registro 917,true
918,Registro_918,Descripcion del registro 918,true
919,Registro_919,Descripcion del registro 919,true
920,Registro_920,Descripcion del registro 920,true
921,Registro_921,Descripcion del registro 921,true
922,Registro_922,Descripcion del registro 922,true
923,Registro_923,Descripcion del registro 923,true
924,Registro_924,Descripcion del registro 924,true
925,Registro_925,Descripcion del registro 925,true
926,Registro_926,Descripcion del registro 926,true
927,Registro_927,Descripcion del registro 927,true
928,Registro_928,Descripcion del registro 928,true
929,Registro_929,Descripcion del registro 929,true
930,Registro_930,Descripcion del registro 930,true
931,Registro_931,Descripcion del registro 931,true
932,Registro_932,Descripcion del registro 932,true
933,Registro_933,Descripcion del registro 933,true
934,Registro_934,Descripcion del registro 934,true
935,Registro_935,Descripcion del registro 935,true
936,Registro_936,Descripcion del registro 936,true
937,Registro_937,Descripcion del registro 937,true
938,Registro_938,Descripcion del registro 938,true
939,Registro_939,Descripcion del registro 939,true
940,Registro_940,Descripcion del registro 940,true
941,Registro_941,Descripcion del registro 941,true
942,Registro_942,Descripcion del registro 942,true
943,Registro_943,Descripcion del registro 943,true
944,Registro_944,Descripcion del registro 944,true
945,Registro_945,Descripcion del registro 945,true
946,Registro_946,Descripcion del registro 946,true
947,Registro_947,Descripcion del registro 947,true
948,Registro_948,Descripcion del registro 948,true
949,Registro_949,Descripcion del registro 949,true
950,Registro_950,Descripcion del registro 950,true
951,Registro_951,Descripcion del registro 951,true
952,Registro_952,Descripcion del registro 952,true
953,Registro_953,Descripcion del registro 953,true
954,Registro_954,Descripcion del registro 954,true
955,Registro_955,Descripcion del registro 955,true
956,Registro_956,Descripcion del registro 956,true
957,Registro_957,Descripcion del registro 957,true
958,Registro_958,Descripcion del registro 958,true
959,Registro_959,Descripcion del registro 959,true
960,Registro_960,Descripcion del registro 960,true
961,Registro_961,Descripcion del registro 961,true
962,Registro_962,Descripcion del registro 962,true
963,Registro_963,Descripcion del registro 963,true
964,Registro_964,Descripcion del registro 964,true
965,Registro_965,Descripcion del registro 965,true
966,Registro_966,Descripcion del registro 966,true
967,Registro_967,Descripcion del registro 967,true
968,Registro_968,Descripcion del registro 968,true
969,Registro_969,Descripcion del registro 969,true
970,Registro_970,Descripcion del registro 970,true
971,Registro_971,Descripcion del registro 971,true
972,Registro_972,Descripcion del registro 972,true
973,Registro_973,Descripcion del registro 973,true
974,Registro_974,Descripcion del registro 974,true
975,Registro_975,Descripcion del registro 975,true
976,Registro_976,Descripcion del registro 976,true
977,Registro_977,Descripcion del registro 977,true
978,Registro_978,Descripcion del registro 978,true
979,Registro_979,Descripcion del registro 979,true
980,Registro_980,Descripcion del registro 980,true
981,Registro_981,Descripcion del registro 981,true
982,Registro_982,Descripcion del registro 982,true
983,Registro_983,Descripcion del registro 983,true
984,Registro_984,Descripcion del registro 984,true
985,Registro_985,Descripcion del registro 985,true
986,Registro_986,Descripcion del registro 986,true
987,Registro_987,Descripcion del registro 987,true
988,Registro_988,Descripcion del registro 988,true
989,Registro_989,Descripcion del registro 989,true
990,Registro_990,Descripcion del registro 990,true
991,Registro_991,Descripcion del registro 991,true
992,Registro_992,Descripcion del registro 992,true
993,Registro_993,Descripcion del registro 993,true
994,Registro_994,Descripcion del registro 994,true
995,Registro_995,Descripcion del registro 995,true
996,Registro_996,Descripcion del registro 996,true
997,Registro_997,Descripcion del registro 997,true
998,Registro_998,Descripcion del registro 998,true
999,Registro_999,Descripcion del registro 999,true
1000,Registro_1000,Descripcion del registro 1000,true
